,,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19
Outer Sydney Metro Contract 12,Concession,5697,3747,3006,2907,2545,2047,1726,2138,3867,2839,3580,2613,2621,3584,2986,2991,2611,2058,2032,2501,3599,2910,3492,2415,2839,3900,3466,2860,2251,2007,1782,2023,3689,3040
Outer Sydney Metro Contract 12,Employee,,,,,,,,,,,,,,,,,,,,,,,,,,38,55,69,83,88,68,96,117,87
Outer Sydney Metro Contract 12,Free Travel,171,204,263,221,219,196,206,185,235,200,245,228,226,205,239,205,178,186,184,221,187,198,212,197,267,244,223,271,260,257,232,239,259,236
Outer Sydney Metro Contract 12,School Student,10338,22988,16580,15021,19443,6986,1381,17910,22623,7925,22807,18540,9366,20969,15004,14479,18019,5828,1394,20139,21773,10456,26119,22216,10820,25427,22194,14421,23023,9433,1790,24577,26411,13628
Outer Sydney Metro Contract 12,Senior/Pensioner,18338,20377,20702,19884,20519,18952,17257,17713,20128,17321,20769,19576,19711,20665,20642,20258,21473,19496,18933,19036,20469,18728,20228,17961,20316,21041,19237,20345,20943,19371,18696,19227,20554,19074
Outer Sydney Metro Contract 12,Day Pass without SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,7,1
Unallocated,Adult,10367,28510,10337,4425,955,220,1744,1108,125,485,1374,471,416,89,358,1495,636,308,374,170,786,5290,6277,5003,2223,1849,218,2457,3188,775,575,1460,481,1666
Unallocated,Adult Single Bus Trip 1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unallocated,Adult Single Bus Trip 2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unallocated,Child/Youth,104,1737,528,456,46,39,114,139,17,41,83,23,98,1,13,50,26,30,80,29,66,490,383,229,143,79,7,120,107,47,42,115,12,105
Unallocated,Concession,1275,5104,1628,454,97,21,128,165,21,64,89,45,55,3,37,99,64,27,33,7,115,692,908,481,179,174,3,236,232,30,46,108,49,215
Unallocated,Employee,14,16,3,4,3,3,6,4,,3,11,4,,,1,5,3,3,,1,11,41,60,41,15,6,3,20,20,6,3,6,1,12
Unallocated,Free Travel,3,6,2,4,2,1,2,4,,1,1,,,,,1,,1,1,1,2,8,15,7,7,1,,7,6,3,,5,,2
Unallocated,School Student,47,140,30,166,67,38,,17,,27,31,26,55,49,7,34,18,25,3,31,52,173,418,263,170,163,1,136,163,11,11,505,48,15
Unallocated,Senior/Pensioner,606,5904,2417,1122,119,75,332,356,51,110,214,56,231,10,39,173,82,161,115,32,149,1054,1287,1002,454,273,18,505,594,348,100,547,35,309
Night Ride 10,Adult,7737,7407,7784,7777,8075,9243,8996,7603,8408,8946,8189,8403,8312,7578,8094,9024,9330,11048,9098,8059,,,,,,,,,,,,,,
Night Ride 10,Adult Single Bus Trip 1,,41,18,28,34,48,35,25,20,15,20,16,9,15,20,15,10,12,8,9,,,,,,,,,,,,,,
Night Ride 10,Adult Single Bus Trip 2,,50,44,49,74,56,67,46,36,42,42,35,25,33,28,27,32,39,33,28,,,,,,,,,,,,,,
Night Ride 10,Adult Single Bus Trip 3,,120,111,99,86,97,108,73,57,51,59,64,66,67,44,43,37,51,57,43,,,,,,,,,,,,,,
Night Ride 10,Child/Youth,71,92,92,104,183,157,184,148,140,119,95,102,90,76,72,99,148,126,125,145,,,,,,,,,,,,,,
Night Ride 10,Child/Youth Single Bus Trip 1,,4,1,,2,,2,,1,,1,,1,,1,2,,,,,,,,,,,,,,,,,,
Night Ride 10,Child/Youth Single Bus Trip 2,,4,1,4,2,3,,1,,,1,1,,,1,,,,1,1,,,,,,,,,,,,,,
Night Ride 10,Child/Youth Single Bus Trip 3,,3,,,5,3,2,,2,,,2,,,,1,1,,,,,,,,,,,,,,,,,
Night Ride 10,Concession,604,601,566,569,536,594,543,478,583,749,524,615,595,529,578,581,569,643,372,434,,,,,,,,,,,,,,
Night Ride 10,Free Travel,7,7,3,4,3,1,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,
Night Ride 10,School Student,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,
Night Ride 10,Senior/Pensioner,292,366,292,354,345,324,316,339,359,344,416,413,380,353,368,428,404,372,348,392,,,,,,,,,,,,,,
Night Ride 11,Adult,5340,5230,5230,5390,5682,5952,5745,4729,5442,5561,5281,5351,5307,5006,5193,5619,6169,6693,6048,5540,,,,,,,,,,,,,,
Night Ride 11,Adult Single Bus Trip 1,,16,19,24,15,26,11,12,4,8,15,5,9,3,2,2,12,3,11,10,,,,,,,,,,,,,,
Night Ride 11,Adult Single Bus Trip 2,,31,43,31,30,37,49,27,15,21,31,13,26,11,26,19,20,15,25,15,,,,,,,,,,,,,,
Night Ride 11,Adult Single Bus Trip 3,,86,71,62,65,97,82,40,26,46,58,37,43,42,29,29,34,23,54,52,,,,,,,,,,,,,,
Night Ride 11,Child/Youth,60,74,48,66,83,95,119,85,79,92,46,57,69,57,51,91,89,119,93,82,,,,,,,,,,,,,,
Night Ride 11,Child/Youth Single Bus Trip 1,,,,1,4,1,2,,,,,,,,,,,,2,3,,,,,,,,,,,,,,
Night Ride 11,Child/Youth Single Bus Trip 2,,3,,4,1,1,,,,,2,1,,,,1,,,1,,,,,,,,,,,,,,,
Night Ride 11,Child/Youth Single Bus Trip 3,,3,1,,7,7,4,,,2,1,1,,,1,1,,2,,,,,,,,,,,,,,,,
Night Ride 11,Concession,319,310,265,274,254,315,280,230,267,333,278,290,267,299,269,251,271,305,210,247,,,,,,,,,,,,,,
Night Ride 11,Free Travel,1,,,,,,1,1,,,,,1,2,,,1,,3,,,,,,,,,,,,,,,
Night Ride 11,School Student,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,
Night Ride 11,Senior/Pensioner,334,299,348,303,309,314,275,315,392,309,314,307,314,290,316,348,345,353,336,273,,,,,,,,,,,,,,
Night Ride 20,Adult,502,510,506,498,559,644,604,455,671,512,633,615,583,523,564,603,644,638,636,549,,,,,,,,,,,,,,
Night Ride 20,Adult Single Bus Trip 1,,3,5,3,4,3,6,2,7,5,,2,6,,2,,3,1,3,4,,,,,,,,,,,,,,
Night Ride 20,Adult Single Bus Trip 2,,7,5,11,10,9,12,5,7,2,2,6,6,,7,8,3,11,11,9,,,,,,,,,,,,,,
Night Ride 20,Child/Youth,5,7,4,11,13,16,17,9,9,11,22,25,12,13,11,6,21,25,17,27,,,,,,,,,,,,,,
Night Ride 20,Child/Youth Single Bus Trip 1,,,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,
Night Ride 20,Child/Youth Single Bus Trip 2,,,,,,1,,2,,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,
Night Ride 20,Concession,71,39,34,45,32,45,29,21,30,26,25,26,30,25,41,50,32,44,39,19,,,,,,,,,,,,,,
Night Ride 20,School Student,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Night Ride 20,Senior/Pensioner,42,49,51,49,53,73,55,46,51,56,75,71,58,39,44,51,77,68,66,79,,,,,,,,,,,,,,
Night Ride 30,Adult,4960,4736,5025,5517,5719,6190,5689,5551,5846,5972,5701,5674,5390,4854,4947,5747,5735,6107,5490,5322,,,,,,,,,,,,,,
Night Ride 30,Adult Single Bus Trip 1,,35,19,27,39,39,26,12,19,35,12,17,26,15,20,16,20,13,5,6,,,,,,,,,,,,,,
Night Ride 30,Adult Single Bus Trip 2,,43,39,52,62,75,62,45,37,64,27,56,46,42,27,55,25,45,33,31,,,,,,,,,,,,,,
Night Ride 30,Adult Single Bus Trip 3,,252,151,196,150,240,179,150,90,153,117,124,125,80,74,70,44,85,64,35,,,,,,,,,,,,,,
Night Ride 30,Child/Youth,102,106,121,155,176,178,201,199,144,223,116,151,156,126,156,152,136,209,181,169,,,,,,,,,,,,,,
Night Ride 30,Child/Youth Single Bus Trip 1,,5,2,1,1,4,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
Night Ride 30,Child/Youth Single Bus Trip 2,,8,6,10,,12,11,2,3,2,7,,5,1,2,3,,3,5,1,,,,,,,,,,,,,,
Night Ride 30,Child/Youth Single Bus Trip 3,,20,11,11,12,17,12,10,4,9,3,7,7,5,1,3,2,4,4,4,,,,,,,,,,,,,,
Night Ride 30,Concession,639,641,597,673,722,659,555,624,696,849,664,692,697,664,643,705,687,630,544,497,,,,,,,,,,,,,,
Night Ride 30,Free Travel,21,15,16,13,10,11,10,13,15,13,8,11,15,20,16,13,15,23,17,15,,,,,,,,,,,,,,
Night Ride 30,Senior/Pensioner,634,650,695,712,680,704,644,744,753,740,650,690,718,676,721,736,778,803,692,721,,,,,,,,,,,,,,
Night Ride 40,Adult,5976,6193,5873,6636,6147,6640,6297,5939,6283,6699,6192,6070,6144,5480,5832,6422,6564,7074,6089,5489,,,,,,,,,,,,,,
Night Ride 40,Adult Single Bus Trip 1,,25,24,18,13,26,16,13,24,23,20,11,23,16,10,16,15,5,21,10,,,,,,,,,,,,,,
Night Ride 40,Adult Single Bus Trip 2,,47,70,58,48,70,51,44,39,40,33,32,36,22,24,45,43,46,37,22,,,,,,,,,,,,,,
Night Ride 40,Adult Single Bus Trip 3,,73,72,46,56,98,58,69,45,66,53,59,28,35,44,36,22,35,30,22,,,,,,,,,,,,,,
Night Ride 40,Child/Youth,84,82,94,125,133,149,156,139,158,172,108,116,126,92,90,143,128,158,146,144,,,,,,,,,,,,,,
Night Ride 40,Child/Youth Single Bus Trip 1,,2,2,1,,,2,1,3,5,3,,,,2,,,,2,1,,,,,,,,,,,,,,
Night Ride 40,Child/Youth Single Bus Trip 2,,10,15,2,2,9,6,18,3,2,2,2,5,2,1,3,2,,3,1,,,,,,,,,,,,,,
Night Ride 40,Child/Youth Single Bus Trip 3,,15,1,2,6,8,5,5,9,13,3,2,1,1,,1,2,2,1,3,,,,,,,,,,,,,,
Night Ride 40,Concession,462,516,548,492,478,434,473,469,577,705,574,578,588,474,501,485,565,445,395,434,,,,,,,,,,,,,,
Night Ride 40,Free Travel,,3,2,1,,1,1,,,,,,,,5,1,,1,,,,,,,,,,,,,,,,
Night Ride 40,School Student,,,4,1,4,,,1,13,,,,,12,,4,5,,,1,,,,,,,,,,,,,,
Night Ride 40,Senior/Pensioner,579,624,700,750,736,685,735,739,821,702,698,599,618,588,620,752,771,732,721,591,,,,,,,,,,,,,,
Night Ride 50,Adult,6556,6783,6884,7609,6980,7693,7150,6546,7568,7682,7148,7022,6963,6748,6683,7800,7512,8518,7203,6968,,,,,,,,,,,,,,
Night Ride 50,Adult Single Bus Trip 1,,47,65,37,58,38,38,29,38,38,30,11,18,23,14,15,17,21,23,10,,,,,,,,,,,,,,
Night Ride 50,Adult Single Bus Trip 2,,95,89,85,87,99,105,87,62,59,63,44,50,49,41,42,45,56,47,32,,,,,,,,,,,,,,
Night Ride 50,Adult Single Bus Trip 3,,113,86,100,64,117,62,70,66,61,59,34,43,45,42,47,47,37,37,30,,,,,,,,,,,,,,
Night Ride 50,Child/Youth,80,93,88,152,122,150,152,135,188,146,99,140,133,107,99,101,109,148,150,142,,,,,,,,,,,,,,
Night Ride 50,Child/Youth Single Bus Trip 1,,11,7,4,4,4,9,5,10,1,4,1,1,,,,3,,,1,,,,,,,,,,,,,,
Night Ride 50,Child/Youth Single Bus Trip 2,,7,5,10,7,11,13,4,8,4,1,4,1,2,3,3,4,4,5,1,,,,,,,,,,,,,,
Night Ride 50,Child/Youth Single Bus Trip 3,,3,8,12,12,9,19,5,2,5,,5,5,1,2,2,2,5,2,2,,,,,,,,,,,,,,
Night Ride 50,Concession,460,497,539,572,536,579,537,525,522,681,555,609,594,532,482,617,601,598,444,433,,,,,,,,,,,,,,
Night Ride 50,Free Travel,,,4,6,10,5,2,1,,1,,3,2,1,3,2,2,,4,,,,,,,,,,,,,,,
Night Ride 50,School Student,,1,,4,,,,,1,,,,,,,3,,,,1,,,,,,,,,,,,,,
Night Ride 50,Senior/Pensioner,633,698,758,773,753,775,860,816,875,824,813,826,783,675,726,868,863,818,938,846,,,,,,,,,,,,,,
Night Ride 60,Adult,11446,11731,11405,12198,12532,12471,10788,10436,12203,11868,12171,11078,11923,11510,12175,12779,13572,14593,13076,12050,,,,,,,,,,,,,,
Night Ride 60,Adult Single Bus Trip 1,,55,36,33,35,44,29,21,26,28,26,19,17,17,18,23,12,24,18,10,,,,,,,,,,,,,,
Night Ride 60,Adult Single Bus Trip 2,,99,87,83,94,80,74,90,74,73,46,51,53,61,43,36,53,47,31,21,,,,,,,,,,,,,,
Night Ride 60,Adult Single Bus Trip 3,,134,134,151,148,172,136,109,112,129,85,89,105,81,73,72,85,79,48,38,,,,,,,,,,,,,,
Night Ride 60,Child/Youth,89,115,105,139,195,192,191,199,162,146,126,139,149,120,139,171,174,244,220,186,,,,,,,,,,,,,,
Night Ride 60,Child/Youth Single Bus Trip 1,,4,4,4,3,1,5,1,1,2,,1,2,1,4,3,1,2,2,,,,,,,,,,,,,,,
Night Ride 60,Child/Youth Single Bus Trip 2,,10,7,5,4,5,5,6,2,9,4,5,2,1,8,6,5,3,6,1,,,,,,,,,,,,,,
Night Ride 60,Child/Youth Single Bus Trip 3,,12,12,10,20,18,13,16,11,7,6,9,20,2,9,14,3,4,5,3,,,,,,,,,,,,,,
Night Ride 60,Concession,511,550,576,614,673,595,488,505,561,609,576,574,632,600,610,611,538,593,462,517,,,,,,,,,,,,,,
Night Ride 60,Employee,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Night Ride 60,Free Travel,3,6,4,8,7,2,4,2,5,7,3,8,7,3,7,,3,1,1,,,,,,,,,,,,,,,
Night Ride 60,School Student,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Ride 60,Senior/Pensioner,977,1033,1140,1192,1126,1154,1036,980,976,969,923,867,893,953,987,945,909,1018,949,950,,,,,,,,,,,,,,
Night Ride 61,Adult,1313,1221,1400,1469,1342,1727,1477,1305,1390,1702,1290,1480,1443,1039,1257,1437,1359,1964,1345,1219,,,,,,,,,,,,,,
Night Ride 61,Adult Single Bus Trip 1,,1,1,1,6,4,,1,5,3,1,2,1,3,2,1,3,3,2,2,,,,,,,,,,,,,,
Night Ride 61,Adult Single Bus Trip 2,,6,11,12,8,9,9,2,3,13,2,5,9,4,2,9,3,12,4,3,,,,,,,,,,,,,,
Night Ride 61,Adult Single Bus Trip 3,,19,15,27,20,26,37,16,17,17,10,16,7,9,9,5,5,22,6,9,,,,,,,,,,,,,,
Night Ride 61,Child/Youth,13,14,18,22,21,26,20,26,17,13,12,14,14,12,24,17,18,42,23,30,,,,,,,,,,,,,,
Night Ride 61,Child/Youth Single Bus Trip 1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,
Night Ride 61,Child/Youth Single Bus Trip 2,,1,1,1,,2,,,1,2,1,,2,,1,,,,3,,,,,,,,,,,,,,,
Night Ride 61,Child/Youth Single Bus Trip 3,,3,2,1,4,,3,2,2,5,1,,1,,,1,,,,,,,,,,,,,,,,,,
Night Ride 61,Concession,168,155,146,121,108,133,93,82,136,146,106,125,180,156,144,128,107,159,88,75,,,,,,,,,,,,,,
Night Ride 61,Free Travel,,,,,,1,,1,,,1,,1,1,,,,,2,,,,,,,,,,,,,,,
Night Ride 61,Senior/Pensioner,100,85,94,95,78,108,101,70,73,96,78,80,66,70,81,86,71,125,107,70,,,,,,,,,,,,,,
Night Ride 70,Adult,5560,5405,5721,6107,6288,6068,6125,5610,6170,5880,6270,5801,5726,5618,5584,6150,5916,6275,6005,5477,,,,,,,,,,,,,,
Night Ride 70,Adult Single Bus Trip 1,,18,6,3,16,13,12,5,10,13,9,7,5,5,12,5,6,9,3,4,,,,,,,,,,,,,,
Night Ride 70,Adult Single Bus Trip 2,,19,36,51,27,26,43,23,22,18,22,22,29,26,22,20,17,32,11,10,,,,,,,,,,,,,,
Night Ride 70,Adult Single Bus Trip 3,,117,128,121,123,144,112,86,68,84,61,66,70,58,63,76,53,71,64,46,,,,,,,,,,,,,,
Night Ride 70,Child/Youth,55,61,77,104,138,155,167,124,142,112,123,112,105,88,104,119,128,113,173,132,,,,,,,,,,,,,,
Night Ride 70,Child/Youth Single Bus Trip 1,,2,4,4,1,1,,1,,2,1,1,,1,,,,,,,,,,,,,,,,,,,,
Night Ride 70,Child/Youth Single Bus Trip 2,,7,7,2,6,2,8,4,6,3,11,2,1,6,,1,9,6,5,7,,,,,,,,,,,,,,
Night Ride 70,Child/Youth Single Bus Trip 3,,19,29,21,17,13,12,10,7,6,5,5,10,9,8,3,9,8,9,13,,,,,,,,,,,,,,
Night Ride 70,Concession,546,545,457,514,452,489,405,412,416,468,426,410,407,463,416,502,511,478,439,421,,,,,,,,,,,,,,
Night Ride 70,Free Travel,,5,,5,3,3,8,2,6,,,,1,,,,,2,2,2,,,,,,,,,,,,,,
Night Ride 70,School Student,,,1,,,1,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,
Night Ride 70,Senior/Pensioner,611,616,677,662,733,669,662,682,700,620,577,535,526,478,561,606,637,576,677,576,,,,,,,,,,,,,,
Night Ride 71,Adult,1863,1494,1653,1918,1721,2077,1698,1428,1504,1957,1540,1539,1753,1283,1621,1936,1629,2366,1634,1581,,,,,,,,,,,,,,
Night Ride 71,Adult Single Bus Trip 1,,5,3,4,8,6,1,3,2,2,2,4,5,1,,3,,1,1,,,,,,,,,,,,,,,
Night Ride 71,Adult Single Bus Trip 2,,9,14,10,8,9,3,1,7,16,4,3,9,3,9,6,2,7,13,2,,,,,,,,,,,,,,
Night Ride 71,Adult Single Bus Trip 3,,78,61,70,90,87,42,41,31,46,29,24,56,25,23,39,15,49,23,21,,,,,,,,,,,,,,
Night Ride 71,Child/Youth,38,28,35,41,49,56,52,61,41,60,37,42,28,29,32,38,49,65,39,43,,,,,,,,,,,,,,
Night Ride 71,Child/Youth Single Bus Trip 1,,,1,,2,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,
Night Ride 71,Child/Youth Single Bus Trip 2,,1,6,5,,,4,1,5,3,1,,2,1,,,,3,,,,,,,,,,,,,,,,
Night Ride 71,Child/Youth Single Bus Trip 3,,16,3,14,5,8,5,8,2,3,3,,3,2,,1,,,5,,,,,,,,,,,,,,,
Night Ride 71,Concession,301,274,267,304,236,247,203,177,237,300,249,236,273,235,213,228,199,222,168,184,,,,,,,,,,,,,,
Night Ride 71,Free Travel,,2,,,,,1,,,,,,1,2,,,2,,1,,,,,,,,,,,,,,,
Night Ride 71,Senior/Pensioner,185,146,147,200,157,179,153,133,130,156,131,146,171,141,146,169,134,185,111,138,,,,,,,,,,,,,,
Night Ride 80,Adult,3652,3784,3917,4025,4049,4559,4024,4053,4524,4245,4123,4078,4231,4274,4373,4211,4595,4901,4959,4241,,,,,,,,,,,,,,
Night Ride 80,Adult Single Bus Trip 1,,19,14,23,11,16,9,9,13,15,12,17,9,9,4,16,6,9,12,13,,,,,,,,,,,,,,
Night Ride 80,Adult Single Bus Trip 2,,26,26,16,21,23,24,17,20,17,25,12,22,25,22,23,18,19,14,14,,,,,,,,,,,,,,
Night Ride 80,Adult Single Bus Trip 3,,60,51,53,51,52,43,34,51,60,47,33,27,31,55,44,42,48,52,25,,,,,,,,,,,,,,
Night Ride 80,Child/Youth,98,40,77,99,142,159,192,268,194,129,67,62,88,82,102,76,161,186,195,166,,,,,,,,,,,,,,
Night Ride 80,Child/Youth Single Bus Trip 1,,3,4,5,4,1,2,2,,,,,,,,2,,1,,2,,,,,,,,,,,,,,
Night Ride 80,Child/Youth Single Bus Trip 2,,4,3,3,5,4,4,,5,7,1,,4,2,,,2,,1,,,,,,,,,,,,,,,
Night Ride 80,Child/Youth Single Bus Trip 3,,13,5,4,3,4,5,12,2,6,2,6,2,,2,2,7,,1,1,,,,,,,,,,,,,,
Night Ride 80,Concession,509,499,553,533,473,576,437,504,604,636,517,494,597,480,567,479,462,488,480,441,,,,,,,,,,,,,,
Night Ride 80,Free Travel,,1,1,3,1,,3,1,,,,,,,2,1,,,4,,,,,,,,,,,,,,,
Night Ride 80,School Student,,1,,,,,,5,11,,,3,,,,,5,2,,5,,,,,,,,,,,,,,
Night Ride 80,Senior/Pensioner,289,307,319,313,325,372,329,320,300,294,304,309,230,267,262,239,265,274,263,227,,,,,,,,,,,,,,
Night Ride 90,Adult,4997,4984,5386,5870,5645,6703,5838,5507,5543,5876,4991,5059,4985,4426,4861,5159,5744,6145,5265,5313,,,,,,,,,,,,,,
Night Ride 90,Adult Single Bus Trip 1,,16,7,15,13,16,6,11,12,20,17,14,6,10,13,8,3,11,11,7,,,,,,,,,,,,,,
Night Ride 90,Adult Single Bus Trip 2,,50,45,42,31,56,49,32,38,46,36,28,28,23,25,31,26,38,22,32,,,,,,,,,,,,,,
Night Ride 90,Adult Single Bus Trip 3,,76,92,61,55,81,66,64,61,48,45,42,40,24,25,34,32,33,21,42,,,,,,,,,,,,,,
Night Ride 90,Child/Youth,135,99,143,160,341,439,437,547,345,338,172,237,222,201,274,159,409,392,413,439,,,,,,,,,,,,,,
Night Ride 90,Child/Youth Single Bus Trip 1,,3,3,4,1,3,4,1,,1,1,1,1,1,,1,2,,1,1,,,,,,,,,,,,,,
Night Ride 90,Child/Youth Single Bus Trip 2,,7,16,2,9,9,16,2,7,6,,1,5,2,2,1,5,3,2,3,,,,,,,,,,,,,,
Night Ride 90,Child/Youth Single Bus Trip 3,,13,8,10,20,8,14,6,7,10,6,3,4,3,5,1,8,6,6,3,,,,,,,,,,,,,,
Night Ride 90,Concession,1004,982,978,885,941,1001,880,911,1142,1233,900,1073,1177,945,910,870,974,1114,829,941,,,,,,,,,,,,,,
Night Ride 90,Free Travel,,,,,,1,,1,,3,,,2,,1,2,1,,2,1,,,,,,,,,,,,,,
Night Ride 90,School Student,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Night Ride 90,Senior/Pensioner,228,261,278,306,313,334,318,257,255,223,186,236,235,213,220,219,224,246,226,240,,,,,,,,,,,,,,
Night Ride 100,Adult,618,498,560,884,500,907,891,722,720,939,585,568,588,450,520,710,701,1070,904,750,,,,,,,,,,,,,,
Night Ride 100,Adult Single Bus Trip 1,,4,7,9,27,12,14,13,21,17,6,8,10,7,14,6,5,15,9,10,,,,,,,,,,,,,,
Night Ride 100,Adult Single Bus Trip 2,,4,2,12,6,8,5,10,4,15,3,4,8,1,4,6,1,4,6,1,,,,,,,,,,,,,,
Night Ride 100,Child/Youth,14,17,7,19,12,28,29,18,11,30,12,9,10,10,13,7,19,28,31,17,,,,,,,,,,,,,,
Night Ride 100,Child/Youth Single Bus Trip 1,,,,1,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Night Ride 100,Child/Youth Single Bus Trip 2,,1,1,,,,4,3,,1,3,2,,,,,,,,,,,,,,,,,,,,,,
Night Ride 100,Concession,57,35,45,93,34,36,45,19,65,78,36,40,64,38,39,60,32,46,24,28,,,,,,,,,,,,,,
Night Ride 100,Free Travel,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Ride 100,Senior/Pensioner,29,21,26,47,34,45,28,27,25,15,18,21,36,25,29,24,10,34,31,26,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Adult,102580,113219,108119,104924,110511,97088,90726,103282,124617,98592,115956,100640,19,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Adult Single Bus Trip 1,,9273,8581,8048,8447,8238,8265,8251,9247,7998,8474,7662,5,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Adult Single Bus Trip 2,,12613,10206,9050,9089,9028,8130,7824,9171,7561,8064,7090,13,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Adult Single Bus Trip 3,,3491,2880,2631,2544,2465,2157,2092,2176,1964,1764,1786,4,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Child/Youth,15832,19385,22602,23853,23461,26816,28457,24273,25895,24907,24342,21337,5,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Child/Youth Single Bus Trip 1,,1307,1894,1648,1635,2371,2880,1652,1736,2313,1729,1732,1,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Child/Youth Single Bus Trip 2,,2442,2594,2262,1851,3206,3788,1784,1787,2783,1763,1783,,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Child/Youth Single Bus Trip 3,,667,947,1145,721,1350,1602,777,662,1065,532,634,1,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Concession,66940,41108,32653,35058,30654,22938,20630,24990,43968,31502,40833,29231,11,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Employee,3156,3334,3092,2864,3203,3214,3003,2871,3233,2782,3223,3170,1,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Free Travel,957,1162,1061,1063,1215,1388,1309,1127,1452,1152,1535,1334,,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,School Student,45224,110239,75262,71065,92417,33800,5512,91284,118681,37898,114415,94659,,,,,,,,,,,,,,,,,,,,,,
Outer Sydney Metro Contract 5,Senior/Pensioner,124570,139526,137657,134642,143341,135737,127356,131825,149897,125352,144478,130625,11,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
